question,Intent
Aku tidak percaya aku bisa menyelesaikan tugas dengan waktu yang terbatas,Menyatakan Reaksi Terkejut dan Tidak Terduga; Menyatakan Perasaan Takut dan Kecemasan
Saya bisa membantu Anda membuat dataset tersebut. Berikut adalah kalimat-kalimat pendek yang mewakili intent yang Anda sebutkan:,Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku sangat bersyukur bisa diberi saran yang sangat bermanfaat banget, aku rasa percaya kalau ini bisa membantu aku mengatasi masalah ini",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku merasa sangat lega setelah kita ngobrol, aku rasa percaya kalau aku bisa menemukan solusi dengan bantuanmu",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Saya berterima kasih atas saran kamu, aku mau mencoba dan melihat hasilnya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa syukur bisa berbicara dengan konselor yang seperti kamu, terbuka dan mau mendengarkan saran aku",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku merasa makin percaya diri setelah kita ngobrol, aku akan terus mencari saran kamu untuk meningkatkan diri",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Saya rasa bersyukur bisa bertemu dengan kakak konseling yang sangat baik, aku mau mendengarkan saran kamu dan mencobanya",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa lega setelah kita ngobrol, aku menemukan solusi yang bisa membantu aku",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Saya berterima kasih atas konseling yang sangat bermanfaat, aku rasa percaya kalau ini bisa membantu aku",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa syukur bisa diberi kesempatan untuk berbicara dengan konselor, aku mau mendengarkan saran kamu",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa lega setelah kita ngobrol, aku menemukan solusi yang bisa membantu aku dan membuatku merasa lebih baik",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa syukur bisa diberi kesempatan untuk berbicara dengan konselor, aku mau mendengarkan saran kamu dan merasa lebih percaya diri",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku rasa makin yakin setelah kita ngobrol, aku akan terus mencari saran kamu untuk meningkatkan diri dan membuatku merasa lebih baik",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Saya rasa bersyukur bisa bertemu dengan kakak konseling yang sangat baik, aku mau mendengarkan saran kamu dan membuatku merasa lebih percaya diri",Menyatakan Perasaan Percaya; Menyatakan Rasa Syukur dan Apresiasi
"Aku ga suka kalo harus ngobrol sama dia banget sih, dia selalu bikin aku merasa jijik dan sedih juga gara-gara mereka.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku nggak bisa menerima kehadiran dia di pertemuan hari ini, dia terlalu membuatku merasa muak dan kehilangan harapan.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak berguna lagi setelah dia meninggalkanku, itulah alasan aku selalu jijik dan sedih melihatnya.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
Saya tidak bisa menahan benci dan kehilangan yang aku rasakan setelah dia menggantikan posisiku.,Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak pantas hidup dengan cara seperti ini, aku jijik dan sedih melihat dia yang beruntung.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku nggak bisa menghadapi realitas bahwa dia telah meninggalkanku, aku merasa muak dan sedih sekaligus.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menemukan kebahagiaan lagi setelah dia meninggalkanku, itu semua akibat rasa benci dan sedih yang aku rasakan.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak punya pilihan selain meninggalkan dia, karena aku muak dan sedih dengan situasinya.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menentang perasaan aku sendiri, aku jijik dan sedih melihat dia yang selalu menyiksa aku.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Saya tidak suka melihatnya, karena dia selalu membuatku merasa benci dan sedih.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku merasa gagal dan tidak berguna setelah dia meninggalkanku, itu membuat aku merasa jijik dan sedih.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menghadapi masalah-masalahnya, aku muak dan sedih dengan situasinya.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak punya kekuatan untuk menghadapi perasaanku sendiri, aku merasa benci dan sedih.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku tidak bisa menahan perasaan aku sendiri, aku jijik dan sedih melihat dia yang selalu membuatku merasa tidak berharga.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menghadapi realitas bahwa dia telah meninggalkanku, aku merasa sedih dan jijik sekaligus.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku merasa muak dan sedih dengan situasinya, aku tidak bisa menemukan kebahagiaan lagi.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menolak menunjukkan perasaanku kepadanya, aku merasa benci dan sedih.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menghadapi perasaanku sendiri, aku merasa benci dan sedih dengan situasinya.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menemukan kebahagiaan lagi setelah dia meninggalkanku, aku merasa muak dan sedih.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menolak menunjukkan perasaanku kepadanya, aku merasa sedih dan jijik.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku rasa aku tidak bisa menghadapi perasaanku sendiri, aku merasa sedih dan jijik melihat dia yang selalu membuatku merasa tidak berharga.",Menyatakan Perasaan Benci dan Jijik; Menyatakan Perasaan Sedih dan Kehilangan
"Aku merasa tak sanggup lagi nganterin tugas kuliah ini, kayaknya aku akan gugup sampai hari akhir kuliah tuh sih.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat khawatir kalau aku tidak bisa lulus kuliah nanti, kayaknya aku akan kepanikan jika gak bisa bayar utang kuliah banget.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat takut dan cemas kalau aku harus nganterin kuliah dan kerjaan bersamaan, sih aku merasa terancam.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat tidak sabar untuk segera lulus kuliah, kayaknya aku akan jengkel kalau harus makan nasi magel dan nganterin kuliah lagi.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat gugup karena masih banyak tugas kuliah yang harus diantisipasi, kayaknya aku akan merasa tidak nyaman.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat kecewa karena nilai kuliahku selalu tidak memuaskan, kayaknya aku akan merasa kesal.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat cemas kalau aku tidak bisa mendapatkan pekerjaan yang cocok, kayaknya aku akan panik.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat frustrasi dengan sistem kuliah yang sulit untuk diikuti, kayaknya aku akan kehilangan semangat.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat gugup karena ada ujian besar mendatang, kayaknya aku akan terus merasa takut nanti malam.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat tidak sabar ingin segera memiliki kemampuan dan pengetahuan yang lebih baik, kayaknya aku akan kecewa kalau aku tidak bisa.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat takut gagal dalam hidup karena aku tidak bisa menyelesaikan masalah sulit, kayaknya aku akan kesal kalau aku sendirian.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat cemas karena aku akan lulus kuliah dengan nilai yang tidak memuaskan, kayaknya aku akan gugup.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat tidak sabar ingin segera memiliki pekerjaan yang stabil, kayaknya aku akan kepanikan jika aku harus menghadapi ketergantungan.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat frustrasi karena aku tidak bisa menemukan jalan keluar dari masalah kuliah, kayaknya aku akan terus marah.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat gugup karena aku tidak bisa menghadapi stres di sekolah, kayaknya aku akan cemas.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat cemas karena aku akan berhadapan dengan ujian yang sulit, kayaknya aku akan tidak nyaman.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat takut gagal dalam hidup karena aku tidak bisa memiliki banyak uang, kayaknya aku akan merasa tidak sabar.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat kesal karena aku harus menghadapi banyak kegagalan dalam hidup, kayaknya aku akan terus merasa marah.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat tidak sabar ingin segera memiliki banyak teman yang baik, kayaknya aku akan kecewa jika aku tidak bisa.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat gugup karena aku tidak bisa menghadapi stres kuliah, kayaknya aku akan kepanikan.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat tidak sabar ingin segera memiliki karir yang sukses, kayaknya aku akan kecewa kalau aku tidak bisa.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat cemas karena aku akan berhadapan dengan banyak masalah di masa depan, kayaknya aku akan tidak nyaman.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat tidak sabar ingin segera memiliki kemampuan yang lebih baik, kayaknya aku akan marah jika aku tidak bisa.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat takut gagal dalam hidup karena aku tidak bisa memiliki banyak uang untuk hidup seimbang, kayaknya aku akan gugup.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat gugup karena aku tidak bisa menghadapi perubahan dalam hidup, kayaknya aku akan cemas.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat frustrasi karena aku tidak bisa menyelesaikan semua tugas kuliah, kayaknya aku akan kesal.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat cemas karena aku akan berhadapan dengan banyak kegagalan dalam hidup, kayaknya aku akan terus merasa takut.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat gugup karena aku tidak bisa menghadapi perubahan cuaca ekstrem, kayaknya aku akan tidak nyaman.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku merasa sangat tidak sabar ingin segera memiliki banyak teman yang baik, kayaknya aku akan kecewa.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku sangat kesal karena aku harus berhadapan dengan banyak masalah di sekolah, kayaknya aku akan terus merasa frustasi.",Menyatakan Perasaan Takut dan Kecemasan; Menyatakan Perasaan Marah dan Frustasi
"Aku tidak percaya dosen kami bisa begitu tidak adil sih, mengapa kami harus menanggung semua beban dan dia sendiri malah santai banget",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku jijik sekali melihat teman sekelas itu membela dosen yang sudah sangat zalim,Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus menghadapi prodi ini, tidak percaya bahwa kami harus menempuh perjuangan yang begitu sulit",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah percaya bahwa aku harus menghadapi situasi ini lagi, malu sekali karena gagal",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Dia begitu tidak adil, aku kaget sekali melihat itu",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak percaya bahwa aku harus menemani teman yang begitu bengal ini, malu sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus mendengar teman itu membela dosen yang tidak adil, aku jijik",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah mengikuti prodi ini lagi, karena aku terlalu benci untuk menghadapinya",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku kaget sekali melihat teman yang seharusnya tidak begitu, malah membela kekejaman dosen",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak percaya bahwa aku harus menanggung beban yang begitu berat, tidak adil",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah percaya pada teman yang begitu tidak adil, malu sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus menghadapi dosen yang begitu tidak adil, aku jijik sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah mengikuti prodi ini, aku terlalu terkejut",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku kaget sekali melihat dosen yang begitu kejam, tidak percaya",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah percaya bahwa aku harus menemani teman yang begitu tidak adil, malu sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus mendengar dosen membela keadilan yang begitu tidak adil, aku jijik sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus menghadapi situasi ini, kaget sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku jijik sekali melihat teman sekelas membela dosen yang tidak adil,Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak percaya bahwa aku harus menghadapi dosen yang begitu kejam, kaget sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku kaget sekali melihat dosen yang begitu kejam membela kekejaman,Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus menghadapi situasi ini lagi, tidak percaya bahwa aku bisa gagal",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku jijik sekali melihat dosen membela kekejaman yang begitu tidak adil,Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah percaya pada teman yang begitu tidak adil, aku terlalu jijik",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku kaget sekali melihat teman yang seharusnya tidak begitu membela kekejaman,Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak percaya bahwa aku harus menghadapi prodi ini, tidak percaya bahwa kami harus menempuh perjuangan",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah percaya bahwa aku harus menemani teman yang begitu bengal ini, tidak adil",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus menghadapi situasi ini lagi, kaget sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah mengikuti prodi ini lagi, karena aku terlalu jijik",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku benci kalau harus menghadapi dosen yang begitu kejam, kaget sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak akan pernah percaya pada dosen yang begitu tidak adil, kaget sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
Aku jijik sekali melihat teman sekelas membela kekejaman,Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Aku tidak percaya bahwa aku harus menghadapi situasi ini lagi, malu sekali",Menyatakan Perasaan Benci dan Jijik; Menyatakan Reaksi Terkejut dan Tidak Terduga
"Saya sudah siap membantu membuat dataset tersebut. Berikut adalah output 50 kalimat pendek yang mencerminkan rasa syukur dan apresiasi, serta perasaan sebelum menghadapi kejadian:",Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Aku rasa lebih lega sekarang karena aku bisa ngerapikan niatnya sih untuk menghadapi ujian nanti.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
Saya benar-banget senang karena aku bisa mempersiapkan diri dengan baik sebelum menghadapi tes ini.,Menyatakan Rasa Syukur dan Apresiasi; Menyatakan Perasaan Sebelum Menghadapi Kejadian
